IndexText,Text
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: You reviewed this document with Jeff McConney before the 2011 statement of financial condition was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The valuations contained in this document reflect false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: The valuations contained in this document reflect false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The valuations contained in this document reflect false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware at the time this was finalized that the Statement of financial condition for 2011 contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2011 Statement of Financial Conditions, Alan Weisselberg and Jeff McConaughey worked at your direction and followed your instructions and inflated asset valuations on the Statement of financial conditions by employing false or misleading assumptions."
"Senior Enforcement Counsel: You were aware at the time this was finalized that the Statement of financial condition for 2011 contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2011 Statement of Financial Conditions, Alan Weisselberg and Jeff McConaughey worked at your direction and followed your instructions and inflated asset valuations on the Statement of financial conditions by employing false or misleading assumptions.","Donald Trump: Same answer.
Senior Enforcement Counsel: The valuations contained in this document reflect false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware at the time this was finalized that the Statement of financial condition for 2011 contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2011 Statement of Financial Conditions, Alan Weisselberg and Jeff McConaughey worked at your direction and followed your instructions and inflated asset valuations on the Statement of financial conditions by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you've had an ongoing agreement with Mr. Weisselberg and Mr. McConney that they would prepare the statement of financial condition in a manner that included valuations that depended on false and misleading assumptions as a means of inflating reported values.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you've had an ongoing agreement with Mr. Weisselberg and Mr. McConney that they would prepare the statement of financial condition in a manner that included valuations that depended on false and misleading assumptions as a means of inflating reported values.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: You were aware at the time this was finalized that the Statement of financial condition for 2011 contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2011 Statement of Financial Conditions, Alan Weisselberg and Jeff McConaughey worked at your direction and followed your instructions and inflated asset valuations on the Statement of financial conditions by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you've had an ongoing agreement with Mr. Weisselberg and Mr. McConney that they would prepare the statement of financial condition in a manner that included valuations that depended on false and misleading assumptions as a means of inflating reported values.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConney and others that they would prepare the statement of financial condition in a manner that included intentional overvaluations.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConney and others that they would prepare the statement of financial condition in a manner that included intentional overvaluations.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you've had an ongoing agreement with Mr. Weisselberg and Mr. McConney that they would prepare the statement of financial condition in a manner that included valuations that depended on false and misleading assumptions as a means of inflating reported values.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConney and others that they would prepare the statement of financial condition in a manner that included intentional overvaluations.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConaughey and others that they would prepare the statement of financial condition in a manner that included false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Please go off the record for 1 second."
"Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConaughey and others that they would prepare the statement of financial condition in a manner that included false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Please go off the record for 1 second.","Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConney and others that they would prepare the statement of financial condition in a manner that included intentional overvaluations.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConaughey and others that they would prepare the statement of financial condition in a manner that included false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Please go off the record for 1 second.
Videographer: We're going off the record at 01:51 p.m.
Attorney General of NY: We're at 29, right?
Videographer: We're back on the record at 01:53 p.m..
Senior Enforcement Counsel: Mr. Trump, we don't have a hard copy of the next document, but I'm going to designate the document that is up on the screen as Exhibit 29. This is an electronic copy of the supporting spreadsheet for your Statement of Financial condition. It bears the production number. Let me say the document bears the production number. Mazars NYAG. Do you recognize the form of this document?"
"Videographer: We're going off the record at 01:51 p.m.
Attorney General of NY: We're at 29, right?
Videographer: We're back on the record at 01:53 p.m..
Senior Enforcement Counsel: Mr. Trump, we don't have a hard copy of the next document, but I'm going to designate the document that is up on the screen as Exhibit 29. This is an electronic copy of the supporting spreadsheet for your Statement of Financial condition. It bears the production number. Let me say the document bears the production number. Mazars NYAG. Do you recognize the form of this document?","Senior Enforcement Counsel: From at least 2005 through the present, you have had an ongoing agreement with Mr. Weisselberg and Mr. McConaughey and others that they would prepare the statement of financial condition in a manner that included false and misleading valuation statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Please go off the record for 1 second.
Videographer: We're going off the record at 01:51 p.m.
Attorney General of NY: We're at 29, right?
Videographer: We're back on the record at 01:53 p.m..
Senior Enforcement Counsel: Mr. Trump, we don't have a hard copy of the next document, but I'm going to designate the document that is up on the screen as Exhibit 29. This is an electronic copy of the supporting spreadsheet for your Statement of Financial condition. It bears the production number. Let me say the document bears the production number. Mazars NYAG. Do you recognize the form of this document?
Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2019 statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2019 statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Videographer: We're going off the record at 01:51 p.m.
Attorney General of NY: We're at 29, right?
Videographer: We're back on the record at 01:53 p.m..
Senior Enforcement Counsel: Mr. Trump, we don't have a hard copy of the next document, but I'm going to designate the document that is up on the screen as Exhibit 29. This is an electronic copy of the supporting spreadsheet for your Statement of Financial condition. It bears the production number. Let me say the document bears the production number. Mazars NYAG. Do you recognize the form of this document?
Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2019 statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2019 Statement of Financial Condition."
"Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2019 Statement of Financial Condition.","Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2019 statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2019 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2019 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2019 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: The 2019 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2019 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the year 2019 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2019 Statement of Financial Condition, Mr. Weisselberg and Mr. McConney worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false and misleading assumptions."
"Senior Enforcement Counsel: You knew at the time it was finalized that the year 2019 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2019 Statement of Financial Condition, Mr. Weisselberg and Mr. McConney worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false and misleading assumptions.","Donald Trump: Same answer.
Senior Enforcement Counsel: The 2019 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the year 2019 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2019 Statement of Financial Condition, Mr. Weisselberg and Mr. McConney worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Amen, sir.
Senior Enforcement Counsel: Others in the Accounting Department also worked with Mr. Weisselberg and Mr. McConaughey to follow your instructions and inflate asset valuations on the Statement of Financial Condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Amen, sir.
Senior Enforcement Counsel: Others in the Accounting Department also worked with Mr. Weisselberg and Mr. McConaughey to follow your instructions and inflate asset valuations on the Statement of Financial Condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: You knew at the time it was finalized that the year 2019 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2019 Statement of Financial Condition, Mr. Weisselberg and Mr. McConney worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Amen, sir.
Senior Enforcement Counsel: Others in the Accounting Department also worked with Mr. Weisselberg and Mr. McConaughey to follow your instructions and inflate asset valuations on the Statement of Financial Condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: It.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated Exhibit 30. It bears the production number DB N YAG 248537 has a title. Donald J. Trump Statement of Financial Condition June 30, 2020. This is your statement of Financial condition for the year 2020.
Senior Enforcement Counsel: Is that correct?"
"Donald Trump: Same answer.
Court Reporter: It.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated Exhibit 30. It bears the production number DB N YAG 248537 has a title. Donald J. Trump Statement of Financial Condition June 30, 2020. This is your statement of Financial condition for the year 2020.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: Is that correct?
Donald Trump: Amen, sir.
Senior Enforcement Counsel: Others in the Accounting Department also worked with Mr. Weisselberg and Mr. McConaughey to follow your instructions and inflate asset valuations on the Statement of Financial Condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: It.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated Exhibit 30. It bears the production number DB N YAG 248537 has a title. Donald J. Trump Statement of Financial Condition June 30, 2020. This is your statement of Financial condition for the year 2020.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Donald Trump: Same answer.
Court Reporter: It.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated Exhibit 30. It bears the production number DB N YAG 248537 has a title. Donald J. Trump Statement of Financial Condition June 30, 2020. This is your statement of Financial condition for the year 2020.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer this is.
Senior Enforcement Counsel: We'll stop there actually, and let me get into the document. Oh, Samantha, could you put up Samantha has put up on the screen a document that bears the production number Mazars NYAG 162291. Do you recognize the form of this document?"
"Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer this is.
Senior Enforcement Counsel: We'll stop there actually, and let me get into the document. Oh, Samantha, could you put up Samantha has put up on the screen a document that bears the production number Mazars NYAG 162291. Do you recognize the form of this document?","Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer this is.
Senior Enforcement Counsel: We'll stop there actually, and let me get into the document. Oh, Samantha, could you put up Samantha has put up on the screen a document that bears the production number Mazars NYAG 162291. Do you recognize the form of this document?
Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2020 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2020 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer this is.
Senior Enforcement Counsel: We'll stop there actually, and let me get into the document. Oh, Samantha, could you put up Samantha has put up on the screen a document that bears the production number Mazars NYAG 162291. Do you recognize the form of this document?
Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2020 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2020 Statement of Financial condition. Is that correct?"
"Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2020 Statement of Financial condition. Is that correct?","Donald Trump: Same answer.
Senior Enforcement Counsel: This is the supporting data spreadsheet for the 2020 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2020 Statement of Financial condition. Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2020 Statement of Financial condition. Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: So the 2020 Statement of Financial condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2020 Statement of Financial Condition contained false and misleading statements."
"Senior Enforcement Counsel: So the 2020 Statement of Financial condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2020 Statement of Financial Condition contained false and misleading statements.","Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: So the 2020 Statement of Financial condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2020 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2020 Statement of Financial Condition, Alan Weisselberg, Jeff McConney and others worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2020 Statement of Financial Condition, Alan Weisselberg, Jeff McConney and others worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: So the 2020 Statement of Financial condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2020 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2020 Statement of Financial Condition, Alan Weisselberg, Jeff McConney and others worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: That's 31.
Court Reporter: Yeah.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 32. It has the production number DBNYAG 405 109. It is entitled Donald J. Trump, Statement of Financial Condition, June 30, 2021. This is your 2021 Statement of Financial Condition."
"Donald Trump: Same answer.
Senior Enforcement Counsel: That's 31.
Court Reporter: Yeah.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 32. It has the production number DBNYAG 405 109. It is entitled Donald J. Trump, Statement of Financial Condition, June 30, 2021. This is your 2021 Statement of Financial Condition.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2020 Statement of Financial Condition, Alan Weisselberg, Jeff McConney and others worked at your direction and followed your instructions to inflate asset valuations on the statement of financial condition by employing false or misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: That's 31.
Court Reporter: Yeah.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 32. It has the production number DBNYAG 405 109. It is entitled Donald J. Trump, Statement of Financial Condition, June 30, 2021. This is your 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was.
Senior Enforcement Counsel: Issued, is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was.
Senior Enforcement Counsel: Issued, is that correct?","Donald Trump: Same answer.
Senior Enforcement Counsel: That's 31.
Court Reporter: Yeah.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 32. It has the production number DBNYAG 405 109. It is entitled Donald J. Trump, Statement of Financial Condition, June 30, 2021. This is your 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was.
Senior Enforcement Counsel: Issued, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You approved this document before it was.
Senior Enforcement Counsel: Issued, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Sam, would you pull up the next document, please?
Court Reporter: Yep.
Senior Enforcement Counsel: Mr. Trump, Samantha has pulled up onto the screen document that has the production number TTO 616-6407 and we will designate this as Exhibit 33. This is the supporting data spreadsheet for the year 2021 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Sam, would you pull up the next document, please?
Court Reporter: Yep.
Senior Enforcement Counsel: Mr. Trump, Samantha has pulled up onto the screen document that has the production number TTO 616-6407 and we will designate this as Exhibit 33. This is the supporting data spreadsheet for the year 2021 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?","Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed the valuations and valuation methods contained in this document before it was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Sam, would you pull up the next document, please?
Court Reporter: Yep.
Senior Enforcement Counsel: Mr. Trump, Samantha has pulled up onto the screen document that has the production number TTO 616-6407 and we will designate this as Exhibit 33. This is the supporting data spreadsheet for the year 2021 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Sam, would you pull up the next document, please?
Court Reporter: Yep.
Senior Enforcement Counsel: Mr. Trump, Samantha has pulled up onto the screen document that has the production number TTO 616-6407 and we will designate this as Exhibit 33. This is the supporting data spreadsheet for the year 2021 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized."
"Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.","Donald Trump: Same answer.
Senior Enforcement Counsel: This spreadsheet was used to calculate the valuations contained in the Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2021 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?"
